text,label,style,style_ru
"26 Торговая политика. Trade policy / 2019. № 1/17. ISSN 2499-9415

Экономическая
интеграция

ентированным сектором экономики, хотя, по экспертным оценкам, в Ар-
мении и Кыргызстане объемы государственной поддержки меньше, чем
в других странах ЕАЭС [1]. В Беларуси и России большая часть территории
приходится на природно-климатические зоны высокорискового земледелия
и скотоводства с нестабильными результатами. В совокупности для всех го-
сударств — членов ЕАЭС государственная поддержка сельского хозяйства
имеет приоритетное значение для устойчивого развития сектора.

В 2018 г. производство в ЕАЭС продукции сельского хозяйства в текущих
ценах составило 108,9 млрд долл., оставшись почти на уровне предыдущего
года. Прирост продемонстрировали Казахстан и Кыргызстан — н а 3,4 и 2,3%
соответственно. В целом по союзу за 2016–2018 гг. прирост сельскохозяй-
ственного производства составил 1,8%. Стабильно увеличиваются объемы
производства основных видов продукции сельского хозяйства. В 2018 г. в го-
сударствах — членах ЕАЭС произведено 19,1 млн т скота и птицы (на убой
в живом весе), что больше уровня прошлого года на 2,7%, собрано зерновых
и зернобобовых культур около 145 млн т. В отношении производства мо-
лока — наиболее субсидируемого сельскохозяйственного товара в государ-
ствах союза — рост составил 1,4% по сравнению с прошлым годом.",0,scientific,Научный
"залежей, т. е. разрабатывались запасы, заполняющие ло- аномалий гравитационного поля со структурами по кров- 1234567890123456789012345678901212345678901234567890123456789012123456789012345
1234567890123456789012345678901212345678901234567890123456789012123456789012345
1234567890123456789012345678901212345678901234567890123456789012123456789012345
123456789012345678901234567890121и2 3н45а6 7З8е90м12л3е45 с67 8п9р01о2ц34е5с67с8а9м01и21 2в3 4Г56а7л89а0к1-2345вушку. На позднем этапе разработка таких месторожде- ле ассельского яруса используется в НПУ «Казаньгеофи- 1234567890123456789012345678901212345678901234567890123456789012123456789012345
1234567890123456789012345678901212345678901234567890123456789012123456789012345
123456789012345678901234567890121т2и34к5е6.7 С89 0н12о3в4ы56х78 п90о1з23и4ц56и7й89 о01б2с12у3ж45д67а8ю90т1-2345ний как Ромашкинское, Новоелховское и Бавлинское про- зика» для уточнения карт этой поверхности при прогно- 1234567890123456789012345678901212345678901234567890123456789012123456789012345
1234567890123456789012345678901212345678901234567890123456789012123456789012345
1234567890123456789012345678901212345678901234567890123456789012123456789012345
123456789012345678901234567890121с2я34 5м67н8о90г1и23е4 5и67з8в90е1с23т4н56ы78е9 0с12о1б23ы45т6и78я90 1и2345",0,scientific,Научный
"образцы вооружения требуют в соответствии с личного состава с квалификацией, необходимой для
эксплуатационной документацией проведения ре- эксплуатации высокотехнологичной техники. Под-
монта и регламентных работ продолжительностью разделения, составляющие ВС нового облика, не
от трех дней до одного года и более; могут обеспечить собственную постоянную боевую

некомплект личного состава из-за командировок, готовность из-за низких темпов перевооружения и
плановых отпусков не позволит иметь 100-процен- существенного сокращения личного состава;
тную укомплектованность в течение календарного предприятия ОПК в настоящее время не могут
года; обеспечить высокие темпы перевооружения ВС РФ,

в связи с плановой ротацией офицеров и их а в большинстве своем – не могут обеспечить разра-
увольнением в запас, а также с прибытием в войска ботку и внедрение в войска принципиально новых
выпускников военно-учебных заведений невозмож- образцов ВВСТ, удовлетворяющих современным
но обеспечить высокий уровень подготовленности и требованиям и тенденциям.
слаженности соединений в течение года; Все вышеуказанное позволяет говорить о суще-",0,scientific,Научный
"Уже на первых занятиях по латинскому языку практически в любом
учебнике появляется глагол esse, индоевропейское происхождение которо-
го, как правило, объясняется. Далее в текстах встречаются такие слова,
как, например, существительные nox, mare, глаголы videre, sedere, dare,
прилагательные novus, plenus, наречие nunc, личные и возвратные место-
имения, числительные, которые вызывают у студентов соответствующие
ассоциации в русском и других известных им языках. Желательно сразу
отмечать индоевропейское происхождение подобных слов. В учебнике под
редакцией В.Н. Ярхо и В.И. Лободы15 разработана особая система помет в
разделах лексического минимума, позволяющая отличить слова общего
индоевропейского происхождения от заимствований из латыни в новых
языках. Ее обязательно нужно обсудить на занятиях при работе с этим
учебником.

Уникальным по глубине использования индоевропейского материала
является учебник древнегреческого языка М.Н. Славятинской16, среди за-
дач которого заявлено изучение древнегреческого языка как языка, яв-
ляющегося основой индоевропейского языковедения, и как неотъемлемой",0,scientific,Научный
"Для большеглазого тунца установлен ставриды, скумбрии и берикса в Азорско-Ка-
МУУ для всех стран на уровне 85,0 тыс. т, вид нарском районе; берикса и рыбы-кабан в рай-
квотируется [Nesterov, 2014]. Для России как онах Китового хребта и подводной возвышен-
страны, не ведущей специализированный лов, ности Риу-Гранди (рис. 1).
разрешён годовой вылов 2,1 тыс. т (Рекомен- В большинстве перечисленных районов
дация 14–01 ИККАТ). Так как при кошель- в первые годы обнаружения промысловых
ковом промысле доля большеглазого тунца не- скоплений промысел был успешным. В 1974–
велика, она никогда не выбиралась. В случае 1975 гг. вылов макруруса в районе САХ до-
необходимости Россия имеет возможность за- стигал 15–30 тыс. т. В Южно-Азорском рай-
просить ИККАТ об увеличении квоты. оне в 1973 г. суда СССР выловили 11,4 тыс.

Ауксиды, пятнистый тунец, макрели т ставриды и скумбрии. В районе Углового
и др. лимитов вылова не имеют. поднятия в 1976 г. было добыто около 10 тыс.

Принимая во внимание оценки возможного т рыбы, в основном берикса. В этом же году
вылова и фактический годовой вылов, остаточ- в районе Китового хребта вылов составил око-
ный ресурс тунцов «тропической группы» в Ат- ло 6 тыс. т берикса и рыбы-кабан. Однако
лантике составляет: желтопёрого — 17,4 тыс. в последующие годы во всех исследуемых рай-
т, большеглазого — 21,9 тыс. т и полосатого — онах обычно наступал спад уловов. Это связа-
40,5 тыс. т но как с ограниченностью запасов, так и с из-",0,scientific,Научный
"2. GN 2.1.7.2041-06. Maximum permissible concentrations Frontasyeva. Estimation of Mercury Intake from Consumption
(MPC) chemicals in the soil. Moscow, Federal Center for of Fish and Seafood in Russia. Food and Nutrition Sciences.
Hygiene and Epidemiology of Rospotrebnadzor, 2006, p. 15. 2016, 7, pp. 1-8, Available at: http://www.scirp.org/journal/
[In Russian] fns doi: 10.4236/fns.2016.77053.

3. GN 2.1.7.2511-09. Approximate permissible 19. Bergback B., Johansson K., Mohlander U. Urban metal
concentrations (UEC) of chemicals in soil Moscow, Federal flows: a case study of Stockholm. Water Air Soil Polution.
Center for Hygiene and Epidemiology of Rospotrebnadzor, 2001, 1, pp. 3-24.
2009, p. 11. [In Russian] 20. Hjortenkrans D., Bergbäck B., Häggerud A.

4. Gorbunov A. V., Lyapunov S. M., Ermolaev B. V. Hjortenkrans D., Bergbäck B., Häggerud A. Мetal emissions
Distribution of Mercury in Natural and Urban Environments from brake linings and tires: case studies of Stockholm,
of Karelia, Northwest Russia. Ekologiya cheloveka [Human Sweden 1995/1998 and 2005. Environmental Sciences and
Ecology]. 2019, 4, рр. 10-17. Available at: https://doi. technologies. 2007, 41, pp. 5224-5230.
org/10.33396/1728-0869-2019-4-10-17 [In Russian] 21. Lokola-Ruskanoia K., Cantola M., Halonen T. et",0,scientific,Научный
"Некоторое улучшение в области охраны труда началось после
принятия в 1993 году федерального закона «Основы законодательства
Российской Федерации об охране труда». Данный федеральный закон
определил государственную политику в области охраны труда,
государственное управление и государственный надзор в сфере трудовых
отношений, а так же обязанности работодателя по созданию безопасных
условий труда. К сожалению, этот закон не отрегулировал вопрос по
созданию служб охраны труда. Какие-либо критерии не были введены и, по
существу, работодатели достаточно больших предприятий, а тем более
«среднего и малого бизнеса», получили право самим решать вопрос о
необходимости создания служб охраны труда.

Федеральный закон «Об основах охраны труда в Российской
Федерации», принятый в 1999 году и отменивший федеральный закон от 1993

года, более чѐтко определил условия, обязывающие работодателей создавать
службы охраны труда. Статья 12 закона определяла следующее:

1. В целях обеспечения соблюдения требований охраны труда,
осуществления контроля за их выполнением в каждой организации,
осуществляющей производственную деятельность, с численностью более 100
работников создается служба охраны труда или вводится должность
специалиста по охране труда, имеющего соответствующую подготовку или
опыт работы в этой области.",0,scientific,Научный
"Но гораздо важнее, что Кружков связал странность дела со странно-
стью сыщика: «Зло иррационально, в этом его слабое место. Является
Шерлок Холмс со своим дедуктивным методом – и разбивает злодейство в
пух и прах. Итак, логика, здравый смысл – и вместе с тем эксцентричность:
тот же самый Холмс чудит, переодевается оборванцем, курит опиум, игра-
ет на скрипке»61. Правда, автор полагает, что сочетание этих двух проти-
воположных черт в характере и деятельности Холмса является проявлени-
ем английского характера: «И тогда же стала приоткрываться мне суть
английского характера: здравый смысл, точность (поезда и письма в рас-
сказах Дойля ходят как по морскому хронометру), четкая логика. <…> И
главное, никак нельзя разделить эти составляющие англичанина – рацио-
нальность и эксцентричность»62. Нам же кажется, что эти качества типич-
ны для любого сыщика в классическом детективе, несмотря на то, что
обаяние конандойловской Англии невозможно отрицать.

Очень важно, на наш взгляд, что оба цитируемых выше исследовате-
ля соотносят странность, нелепость, иррациональность преступлений и
страх. А Кружков употребляет слова «чепуха», «нелепица», «вздор»,
«нонсенс», «дурость», то есть подчеркивает, что эта странность еще и
смешна.",0,scientific,Научный
"6. Hrabovcova, V. Output Power of Switched Re- 148 с.
luctance Generator with regard to the Phase Number 18. Лущик, В.Д. Вентильні генератори індук-
and Number of Stator and Rotor Poles / V. Hrabovcova, торного типу з суміщеними обмотками / В.Д. Лу-
P. Rafajdus, M. Liptak // Electronics and electrical щик // Вісник Національного технічного універси-
engineering. – 2011. – No. 3. – P. 35–30. тету «Харківський політехнічний інститут». –

7. Song, Shoujuna. Detailed Design of a High 2000. – № 84. – С. 129–130.
Speed Switched Reluctance Starter/Generator for 19. Бакалов, В.П. Основы теории цепей: учеб.
More/All Electric Aircraft / Song Shoujuna, Liu для вузов / В.П. Бакалов, В.Ф. Дмитриков, Б.И. Крук;
Weiguo, Dieter Peitsch // Chinese Journal of Aero- под ред. В.П. Бакалова.– 3-е изд., перераб. и доп. –
nautics. – 2010. – No. 23. – P. 216–226. DOI: М.: Горячая линия – Телеком, 2007. – 597 с.
10.1016/s1000-9361(09)60208-9 20. Татур, Т.А. Основы теории электрических

8. Ganji, B. Modeling and analysis of switched цепей: справ. пособие / Т.А. Татур. – М.: Высшая
reluctance generator using finite element method / школа, 1980. – 271 с.
B. Ganji, M. Heidarian, J. Faiz // Ain Shams Engi- 21. Новожилов, О.П. Электроника и схемо-
neering Journal. – 2014. – No. 6. – P. 85–93. DOI: техника: учеб. для СПО / О.П. Новожилов. – М.:
10.1016/j.asej.2014.08.007 Изд-во «Юрайт», 2018. – 282 с.

Вестник ЮУрГУ. Серия «Энергетика».
2020. Т. 20, № 1. С. 105–115 113",0,scientific,Научный
"ведения испытаний были отобраны следующие об- вырезали образцы прямоугольной формы с пло-
разцы, загрязненные радиоактивными элементами: щадью поверхности 270 см2.
Ст. 3 со слоем коррозионных отложений; Результаты проведенных исследований по лазер-
Ст. 3, имеющая лакокрасочное покрытие типа ной дезактивации указанных образцов металлических
ПФ-115; материалов, загрязненных РВ, приведены на рис. 7.

Ст. 3, загрязненная консистентной смазкой типа Из данных, приведенных на рис. 7, следует:
Литол-24; 1) лазерная дезактивация позволяет очистить образцы

Ст. 10 со слоем коррозионных отложений; из легированной стали с уровнем α-загрязнения
легированная сталь 12Х18Н10Т (полированная), 20–40 част./(мин·см2) и β-загрязнения
загрязненная консистентной смазкой типа Литол- 90–100 част./(мин·см2) до допустимых по МУК
24; 2.6.1.1087-02 норм за 1 проход. Однако при дезак-

цветные металлы (Al и Cu), имеющие поверх- тивации образцов с уровнем β-загрязнения более
600 част./(мин·см2

ностные окисления. ) не удается дезактивировать
Кратко рассмотрим основные характеристики вы- металл до допустимых норм по радиоактивному

бранных образцов металлов и условия их исследова- загрязнению. При этом после 3–5 проходов уста-
ния: навливается постоянная величина по α- и β- за-
1) Ст. 3 со слоем коррозионных отложений. Для ис- грязнениям. Образцы с уровнем β-загрязнения по-",0,scientific,Научный
"Использование в ПТМ асинхронного ЭП обу- систем тренажёров для подготовки космонавтов и
славливает ряд дополнительных требований к сис- испытаний изделий космической техники [9–11].
теме управления. При наличии активного момента Возникающие при этом упругие колебания
нагрузки на валу двигателя требуется применение исполнительного механизма и динамические на-
однонаправленной силовой передачи от двигателя грузки в механизмах ПТМ ограничиваются с по-
к объектовому блоку манипулятора, что обуслав- мощью ЭП. Это становится возможным благодаря
ливает значительное увеличение тепловых потерь созданию с помощью электродвигателя дополни-
в двигателе, выделяющихся при использовании тельного силового воздействия, определённым
параметрического способа регулирования скоро- образом взаимодействующего с моментом в упру-
сти [5]. Снизить колебательность перемещаемого гих элементах (УЭ) механических передач мани-
объекта в пуско-тормозных режимах позволяет пулятора [12]. В системах, обеспечивающих ком-
использование для управления асинхронным элек- пенсацию статической нагрузки объекта, можно
тродвигателем устройства плавного пуска, которое отметить ряд достоинств:
уменьшает рывки и просадки объекта в процессе – удержание объекта на весу без применения
перемещения. Однако применение устройства тормоза;
плавного пуска в системе электропривода ПТМ не – отсутствие блока задания скорости;
позволяет длительно регулировать скорость пере- – возможность значительного уменьшения
мещения объекта. усилия оператора при перемещении объекта;",0,scientific,Научный
"770

Olga A. Solopova, Maria S. Saltykova. Russian Journal of Linguistics, 2019, 23 (3), 762—783

(2) If there is to be peace in the world, that peace has to be made in full partnership
between the English-speaking sea and air power and the massive land power of Russia.
The alternative is the loss of the war, chaos after the war and more interminable wars
for generations to come2 (San Bernardino Sun, 9 June 1942).

(3) Unis dans la guerre et la victoire, ces deux grands pays resteront unis dans la paix
pour édifier, aux côtés des autres nations alliées, aux côtés de la France, l'organisation
qui garantira aux peuples un avenir de paix et de justice3 (L'Humanité, 8 november
1944).

Идеальному светлому будущему, лишенному противоречий и конфликтов,
свободному от зла и страданий, противостоит не иной вариант грядущего, даже
не его зеркальная «мрачная» альтернатива, а продолжение войны, т.е. настоящее.
Партнерство великих держав, наличие общего врага и единой высшей цели обус-
ловливает репрезентацию будущего СССР как геополитического союзника в свет-
лом ключе:

(4) I don’t think there is any question that if we are victorious, the strongest European
Power will be the Soviet Union4 (The New York Herald-Tribune, 11 February 1043).

(5) Every reasonable man understands that Russia will play one of the leading roles
in the postwar organization of Europe and the whole world5 (San Bernardino Sun,
21 July 1943).",0,scientific,Научный
"Бертьерит-антимонитовая минерализация зафиксированы жилы темно-серого до черного крип-
встречается спорадически. Составы бертьерита и ан- тозернистого кварца, секущего и цементирующего
тимонита стехиометричны (табл. 1, ан. 23, 24). На- продукты малосульфидного золото-кварцевого оруде-
блюдаются кварцевые жилы и прожилки с антимони- нения. Этот кварц по своим типоморфным свойствамтом и бертьеритом, нередко содержащие пирит, кото- (содержанию Li2O – 300–500 г/т; объему элементар-
рые группируются в северо-западные системы типа ной ячейки Vэ.я. – 113.121 Ǻ3; степени кристалличе-
штокверковых зон. Мощность прожилков колеблется ского совершенства СКС, 34–41 %) сходен с кварцемв пределах 0.1 до 2–3 см, мощность жил достигает месторождений серебро-сурьмяного типа, развитого70–80 см. В мелких прожилках преобладает бертьерит, среди Тарынского субвулкана. В криптозернистомв крупных прожилках и жилах – антимонит. В связи кварце из сульфидов преобладает вкрапленность,
с наложением данной минерализации на продукты иногда интенсивная, тонкозернистого до пылевид-
золоторудного этапа нередко отмечается интенсив- ного пирита с редкими зернами ромбовидного арсе-
ная коррозия раннего молочно-белого кварца и суль- нопирита. В составе пирита постоянно присутствуетфидов жил и метасоматитов. По серициту (состав, в As в количестве до 0.7 %, редко Co и Ni (табл. 1, ан.
мас. %, ср. из 4: SiO2 – 43.49; TiO2 – 0.22; Al2O3 – 35.36; 10, 11). Атомно-абсорбционным анализом в данном
FeO – 0.58; MgO – 0.94; Na2O – 0.13; K2O – 7.63. Сум- пирите выявлены повышенные (табл. 2) концентра-
ма – 95.51) березитов развивается рипидолит (состав, ции Au (599 г/т) и Ag (66 г/т). Арсенопирит из жилв мас. %, ср. из 3: SiO2 – 25.36; Al2O3 – 28.76; FeO – криптозернистого кварца содержит повышенные кон-
12.19; MgO – 12.04. Сумма – 88.66). Точно такой же со- центрации Sb (1.6–2.3 %, табл. 1, ан. 9), что являетсястав имеет хлорит, располагающийся среди прожилков типоморфным для серебро-сурьмяного оруденения
шестоватого кварца с гнездами бертьерита. Отмечают- Верхояно-Колымских мезозоид [4]. Блеклая руда от-
ся также иньекции бертьерита в виде тончайших про- носится к фрейбергиту (табл. 1, ан. 20).
сечек в эти метасоматиты. В участках, обогащенных
антимонитом, встречены реликты ранних золото-квар- ИЗОТОПНЫЙ СОСТАВ МИНЕРАЛОВ,",0,scientific,Научный
"П.Кр. еАзнуолхьитнаытем кванжутдроигмоо эзтгоавпыа еп порвоецдеснсиыя о. р гани- тивной деятельности заканчивается достижением
зации целенаправленного поведения [14, 15]. Каж- спортивного результата и его оценкой в акцепторе
дый систем6н. ыПйо вкевдаеннти сеп доротлижвнноой у сдлеяотжелньянтоьсстяи ,н а краезжудльотмат ап одсейлсетдвуиюя щспеомр тэстмаепнеа . дВлсял евды зая вэлтиенми вяо з-
напрпарвелдеенлньонйы нха в роеззмуолжьтнато,с нтеайчи инсапеытстяу се мфоогром. и - никает системный квант спортивной деятельности,
рования исходного психофизиологического состо- направленный на достижение последующего спор-
яния спорт7см. Иенсас, лвеодзонвиакнаиюещ пегоов евд менозигяе дпорлиж внзао- быттиьв нпоргоов ердеезунлоь тнатеас,к оудлоьвклое трваозр япюрщи еигозм оечнеернединиу ю
имодействии мотивации, памяти, эмоциональных спортивную потребность. Каждый последующий
переужриовванняи йм ио тоибсвтаацниоив,о чонбоейс ипнефчиоврамюацщиеий. достижсеинситее мэнтыайп нкывхан ти скпоонртеичвнноогйо дрееязтуеллььнтоасттоив , фио р-

Иутрооговвеаняь мооцтеинвкаац иисп доорлтижвенно йза дадвеяаттеьлсьян соосотитв складывается из оценки сначала промежуточных ет
мируется с использованием предыдущих навыков
дсотсвтуиюжщенеийя иснпсотрртиувкнцоигеой р иесзуслльетдаотав,а ат етлаяк ж[2е 9о]с. во-",0,scientific,Научный
"Title: SCIENCE IN RUSSIAN CULTURE 1861–1917 — VUCINICH,A — LYSENKO
AFFAIR — JORAVSKY,D — SCIENCE AND PHILOSOPHY IN SOVIET UNION —
GRAHAM,LR — MEDVEDEV PAPERS — MEDVEDEV,ZA — QUESTION OF MAD-
NESS — MEDVEDEV,Z AND MEDVEDEV,R Author(s): HOLLOWAY, D Source: SCIENCE
STUDIES Volume: 3 Issue: 1 Pages: 61–72 DOI: 10.1177/030631277300300105 Published: 1973
Title: SCIENCE STUDIES IN USSR (HISTORY, PROBLEMS, PROSPECTS) Author(s):
MIRSKY, EM Source: SCIENCE STUDIES Volume: 2 Issue: 3 Pages: 281-& DOI:
10.1177/030631277200200304 Published: 1972

Наибольшее число ссылок получили две работы Э. М. Мирского:
1) книга Междисциплинарные исследования и дисциплинарная организация науки.

М.: Наука, 1980. 304 с.;
2) статья SCIENCE STUDIES IN USSR (HISTORY, PROBLEMS, PROSPECTS),

опубликованная в 1972 г. в журнале SCIENCE STUDIES.
Эта статья представлена в базе Web of Science (Record in Web of Science) в следу-

ющем виде:

SCIENCE STUDIES IN USSR (HISTORY, PROBLEMS, PROSPECTS)
Author(s): MIRSKY, EM (MIRSKY, EM)
Source: SCIENCE STUDIES Volume: 2 Issue: 3 Pages: 281-&
DOI: 10.1177/030631277200200304 Published: 1972
Times Cited: 4 (from Web of Science)
Cited References: 77 [view related records] Citation Map
Accession Number: WOS:A1972N435000004
Document Type: Article
Language: English
Publisher: STOCKTON PRESS LTD, BRUNEL RD HOUNDMILLS,
BASINGSTOKE,HAMPSHIRE RG21 2XS, ENGLAND
Web of Science Category: History & Philosophy Of Science
Subject Area: History & Philosophy of Science
IDS Number: N4350",0,scientific,Научный
"смысле, текст — это все, что чело- лучила определение «PR-аддикция»
век может воспринять в мире, то [16, с. 323]; исследуется также соци-
медиатекст — это все, что он может омедийная эпидемия «селфидемия»
воспринять в медиасфере: в печати, [17, с. 36–37], одна из крайностей
Интернете, по радио и телевидению. которой — непредумышленный
Медиатекст — феномен, осознанный «селфицид» [Там же, с. 39–40]).
гуманитарной наукой сравнитель- 5. Диджитализация и появление
но недавно и неразрывно связанный журналистики «больших данных»
с понятием «конвергентные СМИ» (дата-журналистики).
(конвергенция рассматривается как 6. Медиатизация социального
непрерывный процесс [11, с. 16]), пространства: создание «медиаре-
с начала ХХI в. плотно вошедшим в альности» — порой, параллельной,
журналистскую практику и образо- возникающей под влиянием «инфор-
вание, а также ставшим предметом мационных торнадо» и «информаци-
исследований [12, с. 139]. Ключевы- онных вихрей» [15].
ми явлениями в рамках конвергенции 7. Сегментация аудитории по ин-
становятся: тересам: аудитория перестала соот-

1. Возникновение глобального ветствовать классическим определе-
информационного пространства и ниям — «массовая», «невидимая»,
возрастание скорости информаци- «анонимная»; она рассказывает о
онного потока; появление медиа- себе, вступая в диалог и голосуя
платформ, работающих круглосу- «кликами».
точно [13, с. 49]. 8. Увеличение доли визуальной",0,scientific,Научный
"Для цитирования: Рублева О.А., Гороховский А.Г. Экспериментальная оценка проч-
ности склеивания древесины по длине на прямоугольные прессованные шипы // Изв.
вузов. Лесн. журн. 2020. № 3. С. 128–142. DOI: 10.37482/0536-1036-2020-3-128-142

Ключевые слова: шиповые соединения, сращивание по длине, прямоугольный шип,
прессование древесины, прочность склеивания соединения.

Введение

Сращивание древесины по длине широко применяется в производстве
клееной продукции, столярно-строительных изделий и клееных деревянных
конструкций. Среди наиболее известных соединений по длине можно отметить
соединение на ус, торцовое (впритык), ступенчатое (вполдерева), шипом в тор-
цовый паз; наиболее распространено соединение на зубчатый шип [1, 2, 21, 38].

Зубчатые соединения, несмотря на хорошие эксплуатационные свойства
и экономичность, связанную с малыми потерями материала при нарезке шипов,
имеют ряд недостатков. К ним относятся: сложность конструкции фрезерно-
го инструмента; существенные затраты на его приобретение и периодическую
заточку; необходимость удаления стружки, образующейся в процессе резания;
снижение прочности соединения по причине перерезания волокон и наличия
затупления в вершинах шипов [2, 15].",0,scientific,Научный
"8. Mokhirev A.P., Mokhirev P.F. Issledovanie spetsifiki lesozagotovok v Krasnoyarskom krae [Study of the spe-
cifics of logging in Krasnoyarsk region] Resources and Technology, 2015, Vol. 12, no. 2, pp. 98-108 (In Russian). doi:
10.15393/j2.art.2015.3061

9. Shegelman I. R., Skrypnik V. I., Petukhov R. A. Analiz effektivnosti sortimentnoy zagotovki lesa [Analysis of
the effectiveness of CTL logging]. Uchenye zapiski PetrGU. Seriya «Estestvennye i tekhnicheskie nauki» [PetrGU's
scientific notes. A series of ""Natural and technical Sciences""]. 2008, no. 3(94), pp. 94-103 (In Russian).

10. Shegelman I.R., Skrypnik V.I., Kuznetsov A.V. Analiz pokazateley raboty i otsenka effektivnosti lesozagoto-
vitel'nykh mashin v razlichnykh prirodno-proizvodstvennykh usloviyakh [The performance analysis and evaluation of
the effectiveness of forest machines in different natural production conditions] Uchenye zapiski PetrGU [PetrGU's
scientific notes]. 2010, no.4, pp. 66-75 (In Russian).

11. Shekhovtsev D.I. Analiz osnovnykh parametrov kolesnykh trelevochnykh traktorov po sravnitel'nym ispyta-
niyam [The analysis of the main parameters of wheeled skidders in comparative tests]. Problemy issledovaniya bazo-
vykh lesopromyshlennykh traktorov. Trudy TsNIIME [The research problem underlying forestry tractors. Works
TSNIIME]. Khimki, 1977, pp. 63-75 (In Russian).",0,scientific,Научный
"Железнодорожный транспорт относится к тем отраслям техники, в которых остро
ощущается специфичность труда и его повышенная опасность.
Рабочие места и рабочие зоны железнодорожников многих профессий расположены в
непосредственной близости от движущегося или готового к движению подвижного состава. Для
выполнения ряда технологических операций работающие вынуждены соприкасаться с вагонами,
локомотивами и другими единицами подвижного состава. Условия труда усложняются еще и тем,
что работники железнодорожных служб большую часть технологических операций проводят не в
цехах, а на открытых площадках [3]. В процессе трудовой деятельности открытые участки тела,
инструменты работников, средства индивидуальной защиты могут контактировать с почвой, тем
самым обуславливая их микробное загрязнение и возможность попадания возбудителей
различных заболеваний
в организм человека.

Микробиологический мониторинг производственной среды осуществлялся в соответствии

с методическими указаниями МУК 4.2.734-99 [2] и включал в себя контроль рабочих
инструментов, средств индивидуальной защиты
и одежды обходчиков, монтеров пути, а также работников, занятых на уборке территории и
обработке полосы отвода железнодорожного транспорта. Проведенные исследования
представляются чрезвычайно важным мероприятием, так как данные категории работников
непосредственно контактируют с негативной почвой [4] во время своей основной трудовой
деятельности.",0,scientific,Научный
"Ввиду сказанного наиболее оптимальным направлением научной политики
можно было бы признать улучшение институциональных и организационных ус-
ловий работы научных сотрудников. Из данных нашего исследования вытекает,
что таковые улучшения должны затрагивать дерегуляцию, улучшение материально-
технической базы и доступа к ней, улучшение качества административного сопро-
вождения, повышение финансирования, оптимальное соотношение педагогиче-
ской и научно-исследовательской составляющих в работе университетских ученых
и, конечно, предполагают поддержку международной академической мобильности
(это давняя традиция в истории российской науки) [Петров, 2003; Иванов, 2016].
Также на состоянии российской науки положительно сказалось бы улучшение тру-
довых условий научных работников. Так, в ситуации сокращения постоянных ста-
вок в западных университетах наиболее привлекательной для ученых оказывается
та академическая система, в которой (при прочих равных условиях) наиболее рас-
пространены бессрочные контракты, что является несомненным ее конкурентным
преимуществом. Что же касается прикладных разработок — полученные нами дан-
ные однозначно свидетельствуют в пользу слабости связей российской науки с эко-
номикой, а также в пользу того, что российские научные организации в большей
степени склонны к разработкам в области фундаментальных исследований. Вряд ли
это можно считать недостатком, однако для академического капитализма такая на-
правленность исследований нехарактерна, поэтому в данном случае внедрение ры-
ночных принципов повлекло бы за собой существенное изменение в специфике на-
учных исследований, результат чего для науки пока не очевиден. Представляется,
тем не менее, что источником этих изменений следует признать в большей степени
частный бизнес, поэтому для формирования в России академического капитализ-
ма западного типа необходим соответствующий уровень развития экономики, ко-
торая будет предоставлять живой и насыщенный потребительским спросом рынок
для наукоемких технологий, разрабатываемых в стенах университетов и НИИ. В за-
ключение следует отметить, что сегодня модернизация российской науки осущест-
вляется так же, как когда-то в истории (например, в период основания Академии",0,scientific,Научный
